,Score,text
891,1,instant oatmeal become soggy minute water hits bowl mccann instant oatmeal holds texture excellent flavor good time mccann regular oat meal excellent may take bit longer prepare time morning best instant brand ever eaten close second non instant variety mccann instant irish oatmeal variety pack regular apples cinnamon maple brown sugar boxes pack
892,0,really like maple brown sugar flavor regular fine brown sugar added apples cinnamon flavor ok quick easy satisfying breakfast order brand variety get maple brown sugar
893,1,mccann instant irish oatmeal variety pack regular apples cinnamon maple brown sugar boxes pack fan mccann steel cut oats thought would give instant variety try found hardy meal sweet great folks like post bariatric surgery need food palatable easily digestible fiber make bloat
894,1,visiting friend nate morning coffee came storage room packet mccanns instant irish oatmeal suggested try use stash sometimes nate dose give chance say ended trying apple cinn found tastefull made water powdered milk goes good j coffee slice toast ready take world day least jerry reith
895,1,else need know oatmeal instant make half cup low fat milk add raisins nuke seconds expensive kroger store brand oatmeal maybe little tastier better texture something still oatmeal mmm convenient
896,1,good oatmeal like apple cinnamon best though would follow directions package since always comes soupy taste could since like oatmeal really thick add milk top
897,1,arrived days stale could eat bags
898,1,delicate green tea smooth light taste subtle floral tones bitter aftertaste years drinking ahmad teas even disappointed superb quality ahmad teas remained consistent throughout years happy find ahmad teas available thanks amazon stores carry area quite miles away current deal pack superb much cheaper find locally great tasting tea happy recommend
899,1,tried literally dozens teas since introduced russian custom preparing drinking tea ahmad imperial blend probably favorite due fact equally delicious hot iced buy three packs needed amazon go rapidly family loves friends homes try one box love
900,1,friend would drinking tea years introduced tea months ago even took store bought pound retail store little shipping online merchant think great drinking earl grey english breakfast irish breakfast lapsang souchong assam etc shipping aside lapsang souchong think great replacement rest everything looking strong full bodied black tea enough character keep becoming boring current favorite afternoon tea unless extremely jaded tea snob love
901,1,love strong full bodied quality tea typically drink assam irish breakfast early grey tea reviewer noted price per pound discouraging searching quality full bodied tea bitter palatable price point certainly fits bill unlike teas tend better one form another e iced vs hot tea excellent forms would certainly recommend anyone prefers smooth full bodied quality tea cost arm leg
902,1,drink tea plain without sugar milk pleasant aroma price amazon cheaper local grocery store one reviewer right think herbal smell make aroma label imperial blend kind implied herb exactly black tea drinker tea surprise affordable usually prefer white chinese tea like white peony expensive requires lower temperature water black tea aroma kind remind isoftness white tea
